"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2VCQ84RX","journalArticle","2026","Du, Fangyu; Yang, Yang; Gao, Xuehao; Hou, Hongye; Sun, Chen","Hierarchical diffusion for sparse-to-full human motion reconstruction","IEEE Signal Processing Letters","","","10.1109/LSP.2026.3694693","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","2185-2189","","","33","","","","","","","","","","","","","","","","","","","","","Accuracy; Animation; Computer vision; Computers; Conferences; Design methodology; diffusion models; Diffusion models; Joints; machine learning; Modeling; motion analysis; Noise reduction; Sequences; virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUBNSHMB","conferencePaper","2025","Bahrin, Abdul Syafiq; Sunar, Mohd Shahrizal; Latip, Hadafi Fitri Mohd","Design and evaluation of self-competition virtual reality cycling exergames","2025 international conference on ICT for smart society (ICISS)","","","10.1109/ICISS66954.2025.11389222","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Aging; Avatars; Benchmark testing; Data collection; engagement; exergaming; Feedforward systems; gamification; Human computer interaction; human-computer interaction; Interviews; motivation; Usability; User experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQX3XXVA","journalArticle","2025","Lei, Long; Hu, Yingbai; Jiang, Zixing; Miao, Juzheng; Luo, Xiao; Zhang, Yu; Wang, Qiong; Wang, Shujun; Li, Zheng; Heng, Pheng-Ann","Toward lung ultrasound automation: Fully autonomous robotic longitudinal and transverse scans along intercostal spaces","IEEE Transactions on Medical Robotics and Bionics","","","10.1109/TMRB.2025.3550663","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","768-781","","2","7","","","","","","","","","","","","","","","","","","","","","Computed tomography; lung ultrasound; Lungs; medical automation; Medical robotics; Medical services; Probes; Ribs; Robot kinematics; Robotic ultrasound system; Robots; Surface morphology; Ultrasonic imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KT83H8X9","conferencePaper","2025","Hagimori, Daiki; Yamada, Yuki; Zukawa, Hiroki","(Not my) self-haptics: Reducing the sense of ownership and agency toward a virtual keypad due to visual misalignment and invisibility of the self-haptic hand","2025 IEEE world haptics conference (WHC)","","","10.1109/WHC64065.2025.11123344","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","280-293","","","","","","","","","","","","","","","","","","","","","","","","Faces; Hands; Haptic interfaces; Haptics; Perception and psychophysics; Psychophysics; Tactile sensors; User experience; User interfaces; Virtual reality; Virtual Reality; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53JJ5VMD","conferencePaper","2025","Sunil, K.S.; Harigovind, A.; Jomon, Ancel; Jyothish, K.; Choorakat, Mark","Genemate: a real-time animation of a 3D human model","2025 2nd international conference on trends in engineering systems and technologies (ICTEST)","","","10.1109/ICTEST64710.2025.11042321","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-6","","","1","","","","","","","","","","","","","","","","","","","","","3D Modeling; Animation; Education; Engines; MediaPipe; Medical services; Motion capture; Photogrammetry; Real-time Animation; Real-time systems; Rigging; Solid modeling; Three-dimensional displays; Unreal Engine; Virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVIPV95C","conferencePaper","2025","Buffa, Michel; Winckler, Marco; Escobar, Quentin; Demont, Samuel; Hofr, Ayoub; Mir-Sadjadi, Adam","Interactive audio sculpting: Plugin customization and UI affordances in immersive environments","2025 IEEE 6th international symposium on the internet of sounds (IS2)","","","10.1109/IS264627.2025.11284559","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-10","","","","","","","","","","","","","","","","","","","","","","","","Collaboration; Collaborative Experiences; CRDT; Graphical user interfaces; Instruments; Internet; Metaverse; Modulation; Musical Metaverse; Source coding; Standards; Three-dimensional displays; Usability; Web Audio Modules; Web Audio Plugins; Web standards; WebMIDI; WebXR WebAudio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37W7IQQ9","journalArticle","2025","Tanaka, Kiyu; Nakamura, Takuto; Matsumoto, Keigo; Kuzuoka, Hideaki; Narumi, Takuji","Detection thresholds for replay and real-time discrepancies in VR hand redirection","IEEE Transactions on Visualization and Computer Graphics","","","10.1109/TVCG.2025.3549571","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","2767-2775","","5","31","","","","","","","","","","","","","","","","","","","","","detection threshold; Hand redirection; Hands; Haptic interfaces; Medical treatment; Motors; Psychophysics; Real-time systems; replay; Sports; Streaming media; Virtual environments; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPYCYZLP","journalArticle","2025","Forrester, Paul; Kim, Tae Wan","Immersive artificial intelligence and the ethics of virtual experience","Computer","","","10.1109/MC.2025.3572692","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","57-69","","9","58","","","","","","","","","","","","","","","","","","","","","Artificial intelligence; Biometrics; Ethics; Immersive experience; Information integrity; Virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECE79Q65","journalArticle","2025","Liu, Jian; Sun, Wei; Liu, Chongpei; Yang, Hui; Zhang, Xing; Mian, Ajmal","MH6D: Multi-hypothesis consistency learning for category-level 6-D object pose estimation","IEEE Transactions on Neural Networks and Learning Systems","","","10.1109/TNNLS.2024.3360712","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","4820-4833","","3","36","","","","","","","","","","","","","","","","","","","","","Category-level; feature attention; Feature extraction; generalizable 6-D object pose estimation; multi-hypothesis (MH) consistency learning; Point cloud compression; Pose estimation; Shape; Synthetic data; Training; Training data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7R3WN8B","journalArticle","2025","Wang, Haoran; Foroutani, Yasamin; Nepo, Matthew; Rodriguez, Mercedes; Ma, Ji; Hubschman, Jean-Pierre; Tsao, Tsu-Chin; Rosen, Jacob","Control modes of teleoperated surgical robotic system’s tools in ophthalmic surgery","IEEE Transactions on Medical Robotics and Bionics","","","10.1109/TMRB.2025.3604102","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1455-1464","","4","7","","","","","","","","","","","","","","","","","","","","","control mode; Control systems; Input devices; Main-secondary; Manipulators; Medical robotics; Microscopy; ophthalmic surgery; ophthalmic surgical robotic system; ophthalmology; Ophthalmology; Retina; Robot kinematics; scaling factor; Surgery; surgical robotics; teleoperation; Teleoperators; Virtual reality; Virtual reality simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4FF3CUZ","conferencePaper","2026","Kalenberg, Matthias; Heine, Michael; Ghanate, Samarth; Hofmann, Christian; Walter, Jonas; Franke, Jörg; Fürst, Jens","Social force-based proxemics for mutual and comfortable navigation of an intelligent wheelchair","2026 IEEE international conference on advanced robotics and its social impacts (ARSO)","","","10.1109/ARSO68304.2026.11536118","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Conferences; Distance measurement; Equations; Force; Modeling; Navigation; Pedestrians; Printing; Robots; Trajectory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LRZWVZ3","journalArticle","2025","Diao, Yuanbin; Su, Yu-Sheng","Exploring the impact of the metaverse on promoting students’ access to quality education: a meta-analysis","IEEE Transactions on Learning Technologies","","","10.1109/TLT.2025.3550714","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","321-334","","","18","","","","","","","","","","","","","","","","","","","","","Artificial intelligence; Laboratories; Meta-analysis; Metaverse; Mixed reality; Prototypes; quality education; sustainable development; Technological innovation; Thermodynamics; Training; Transforms; Vocabulary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LPAEI98","conferencePaper","2026","Mutlu, Sinan; Angelis, Georgios F.; Ozkan, Savas; Wisbey, Paul; Drosou, Anastasios; Ozay, Mete","Mem-MLP: Real-time 3D human motion generation from sparse inputs","2026 IEEE/CVF winter conference on applications of computer vision (WACV)","","","10.1109/WACV61042.2026.00805","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","8343-8352","","","","","","","","","","","","","","","","","","","","","","","","3d human pose estimation; auto-regressive; Avatars; Communication systems; Graphical user interfaces; Local area networks; Mobile handsets; multi-task learning; Passive optical networks; Radio access networks; Regional area networks; Video games; Videos; vqvae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25XLLG8F","conferencePaper","2025","Kareer, Simar; Patel, Dhruv; Punamiya, Ryan; Mathur, Pranay; Cheng, Shuo; Wang, Chen; Hoffman, Judy; Xu, Danfei","EgoMimic: Scaling imitation learning via egocentric video","2025 IEEE international conference on robotics and automation (ICRA)","","","10.1109/ICRA55743.2025.11127989","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","13226-13233","","","","","","","","","","","","","","","","","","","","","","","","Glass; Hands; Imitation learning; Kinematics; Manipulators; Market research; Robots; Soft sensors; Three-dimensional displays; Videos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USJ852Y4","journalArticle","2026","Zhou, Qiushi; Soto, Jean Paul Vera; Bai, Zhongyi; Parent, Mark; Todi, Kashyap; Jonker, Tanya R.; Velloso, Eduardo","A probabilistic approach to understanding user preferences for adaptive placement of AR interfaces in different physical environments","IEEE Transactions on Visualization and Computer Graphics","","","10.1109/TVCG.2026.3667949","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","5483-5500","","7","32","","","","","","","","","","","","","","","","","","","","","Adaptation models; adaptive interface; Adaptive systems; augmented reality; Clutter; Crowdsourcing; Extended reality; Headphones; Layout; Optimization; Probabilistic logic; User preference; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FR6TUBH","conferencePaper","2026","Wang, Duo; Ni, Jianwei; Zhou, Yuhan; Ding, Weiyu; Song, Wenxuan; Jamison, Shandra; Yao, Mike; Cao, Caroline","SpatialTutor: Object-aware mixed reality training for procedural medical skills training with AI-driven support","2026 IEEE international conference on artificial intelligence and eXtended and virtual reality (AIxVR)","","","10.1109/AIxVR67263.2026.00016","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","57-66","","","","","","","","","","","","","","","","","","","","","","","","Interaction Design; Large Language Model; Large language models; Medical Simulation; Mixed reality; Mixed Reality; Procedural Skills Training; Real-time systems; Solid modeling; Spatial Interface; Systems support; Three-dimensional displays; Training; Transforms; Usability; Virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIAR3VFA","conferencePaper","2026","Ms.K.Arthi; P, Deva Dharshini; G, Harini; M, Muthu Aiswarya; K, Vasundhara","TrustFit: Uncertainty-aware explainable virtual TryOn system for online apparel shopping","2026 6th international conference on pervasive computing and social networking (ICPCSN)","","","10.1109/ICPCSN68523.2026.11543600","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","958-963","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Artificial intelligence; Clothing; E-commerce personalization; Explainable AI; Fabrics; Feed in tariff; Fit prediction reliability; Fitting; Modeling; Pressure-based heatmaps; Printing; Uncertainty; Uncertainty-aware systems; Virtual Try-On (VTON); Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9QZB6NV","conferencePaper","2025","Deshmukh, Kiran; Madhavi, Bhavesh; Patil, Soham; Bokare, Parag; Karande, Shubham","StyleXR: a virtual try-on","2025 international conference on applications of machine intelligence and data analytics (ICAMIDA)","","","10.1109/ICAMIDA64673.2025.11209719","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-5","","","","","","","","","","","","","","","","","","","","","","","","Clothing; computer vision; Computer vision; CP-VITON; deep learning; Deep learning; Electronic commerce; Fitting; generative adversarial network (GAN); Generative adversarial networks; Hands; high-resolution rendering; implicit warping; online shopping experience; pose estimation; Rendering (computer graphics); semantic segmentation; Semantic segmentation; Synthetic data; Virtual try-on","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G6TYZV7A","journalArticle","2026","Rekik, Rim; Wuhrer, Stefanie; Hoyet, Ludovic; Zibrek, Katja; Olivier, Anne-Hélène","Quality assessment of 3D human animation: Subjective and objective evaluation","IEEE Transactions on Visualization and Computer Graphics","","","10.1109/TVCG.2025.3631385","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","1780-1792","","2","32","","","","","","","","","","","","","","","","","","","","","3D digital human evaluation; Animation; Correlation; Distortion; Distortion measurement; Geometry; Human animation; Measurement; Neural networks; quality assessment; Quality assessment; Three-dimensional displays; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5UK5IXX","conferencePaper","2025","Gao, Yunlong; Wang, Yongjuan; Kang, Jinyu; Chen, Shida; Hu, Cancan; Lu, Xingyu","Firing methods for firing robots based on supervised learning and model predictive control","2025 3rd international conference on control and robot technology (ICCRT)","","","10.1109/ICCRT63554.2025.11072801","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","37-43","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Estimation; Firing; firing accuracy; firing robot; Humanoid robots; image sorve control; model predictive control; Prediction algorithms; Predictive control; Servosystems; supervised learning; Supervised learning; Target tracking; Trajectory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A76S5P5Y","journalArticle","2025","Friedel, Marcus K. E.; McKendrick, Zachary; Sharlin, Ehud; Suzuki, Ryo","PantographHaptics: a technique for large-surface passive haptic interactions using pantograph mechanisms","IEEE Transactions on Visualization and Computer Graphics","","","10.1109/TVCG.2025.3549869","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","2736-2745","","5","31","","","","","","","","","","","","","","","","","","","","","Couplings; force feedback; Force feedback; Hands; haptic interfaces; Haptic interfaces; Manipulators; Motors; passive mechanisms; Prototypes; Rendering (computer graphics); Robots; Three-dimensional displays; Virtual reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJ42BZUV","conferencePaper","2025","Wu, Jiacheng; Zhang, Ruiqi; Chen, Jie; Zhang, Hui","Fast and physically-based neural explicit surface for relightable human avatars","2025 IEEE international conference on multimedia and expo (ICME)","","","10.1109/ICME59968.2025.11210133","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Avatars; Geometry; Lighting; Memory efficiency; Memory management; Physical Human Avatar Reconstruction; Physically-based Rendering; Real-time; Real-time systems; Reflectivity; Rendering (computer graphics); Shape; Surface reconstruction; Videos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRUAFCSV","journalArticle","2026","","IEEE draft recommended practice for evaluating artificial intelligence generated content","IEEE P3376/D5, April 2026","","","","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-52","","","","","","","","","","","","","","","","","","","","","","","","Artificial intelligence; artificial intelligence generated content; Content management; evaluation metrics; Generative AI; generative artificial intelligence; IEEE 3376; IEEE Standards; Performance evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UR72YZ7","conferencePaper","2026","Fu, Biying; Weier, Martin","Zero-shot and foundation model performance on face emotion recognition for avatars in XR – challenges, limitations, and potentials","2026 IEEE conference on virtual reality and 3D user interfaces abstracts and workshops (VRW)","","","10.1109/VRW70859.2026.00092","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","482-488","","","","","","","","","","","","","","","","","","","","","","","","Avatars; Digital humans; face emotion recognition on digital avatars; foundation models on emotion recognition; Frequency modulation; Graphical user interfaces; HTTP; Network resource management; Protocols; Radio broadcasting; Video equipment; Videos; zero-shot model on emotion recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTQGZT3G","journalArticle","2026","Cheng, Haojie; Liu, Chang; Kanneganti, Abhiram; Choolani, Mahesh Arjandas; Gosavi, Arundhati Tushar; Khoo, Eng Tat","A mixed reality system for robust manikin localization in childbirth training","IEEE Transactions on Visualization and Computer Graphics","","","10.1109/TVCG.2026.3680576","","","2026","2026-07-17 05:51:57","2026-07-17 05:51:57","","3956-3966","","5","32","","","","","","","","","","","","","","","","","","","","","Childbirth training; Circuits; Circuits and systems; Contacts; Feedback; Filtering; Filters; Flexible printed circuits; Frequency modulation; Head-mounted displays; Low-pass filters; Manikin localization; Mixed reality; Radio broadcasting; Real-time tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8F7PK9A","conferencePaper","2025","Fukatsu, Haru; Peng, Yanhong; Funabora, Yuki; Doki, Shinji","Funabot-suit for upper body: McKibben actuated-suit inducing seven kinesthetic perceptions in elbow, shoulder, and trunk","2025 IEEE international conference on systems, man, and cybernetics (SMC)","","","10.1109/SMC58881.2025.11342743","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","3719-3726","","","","","","","","","","","","","","","","","","","","","","","","Artificial muscles; Clothing; Cybernetics; Deformation; Design methodology; Elbow; Haptic interfaces; Human-robot interaction; Muscles; Wearable devices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQZNPELV","conferencePaper","2025","Poojary, Nisha P; G M, Harshitha","Tailors touch - AI-powered virtual try-on and custom tailoring platform","2025 9th international conference on computational system and information technology for sustainable solutions (CSITSS)","","","10.1109/CSITSS67709.2025.11294677","","","2025","2026-07-17 05:51:57","2026-07-17 05:51:57","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; AI in fashion; Artificial intelligence; BodyPix; Clothing; Computational modeling; Fitting; Human pose detection; Software; Sustainable development; Tailoring; Three-dimensional displays; Virtual try-on; Visualization; Webcams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQH7Y6BM","conferencePaper","2025","Tunc, Mustafa; Demirel, Doga; Kockara, Sinan; Halic, Tansel","Crack-free multi-resolution dynamic volume refinement for physics-based bone drilling and shaving in arthroscopic procedures","2025 IEEE conference on virtual reality and 3D user interfaces abstracts and workshops (VRW)","","","10.1109/VRW66409.2025.00141","","","2025","2026-07-17 05:51:58","2026-07-17 05:51:58","","695-702","","","","","","","","","","","","","","","","","","","","","","","","Arthroscopic Rotator Cuff; Arthroscopy; Bones; Drilling; Dynamic Voxelization; Dynamics; Force feedback; Portals; Real-time Bone Drilling Simulation; Real-time systems; Rendering (computer graphics); Surgery; Surgery Simulator; Virtual reality; Visualization; Voxels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
